Step,Time step,Time
787,0.0248736,20.2067
788,0.0248736,20.2316
789,0.0248736,20.2565
790,0.0248736,20.2813
791,0.0248736,20.3062
792,0.0248736,20.3311
793,0.0248736,20.356
794,0.0248736,20.3808
795,0.0248736,20.4057
796,0.0248736,20.4306
797,0.0248736,20.4555
798,0.0248736,20.4803
799,0.0248736,20.5052
800,0.0248736,20.5301
801,0.0248736,20.555
802,0.0248736,20.5798
803,0.0249593,20.6048
804,0.0250646,20.6299
805,0.0254882,20.6553
806,0.0255772,20.6809
807,0.0257337,20.7066
808,0.0260893,20.7327
809,0.0258781,20.7586
810,0.0261042,20.7847
811,0.0260282,20.8107
812,0.0260489,20.8368
813,0.0262847,20.8631
814,0.0260854,20.8892
815,0.026325,20.9155
816,0.0262244,20.9417
817,0.0262526,20.968
818,0.0265145,20.9945
819,0.0263229,21.0208
820,0.0265606,21.0474
821,0.026435,21.0738
822,0.0264708,21.1003
823,0.0267135,21.127
824,0.0265286,21.1535
825,0.0267595,21.1803
826,0.0266073,21.2069
827,0.0266366,21.2335
828,0.0268645,21.2604
829,0.0266813,21.2871
830,0.0269064,21.314
831,0.0267216,21.3407
832,0.0267477,21.3674
833,0.0269521,21.3944
834,0.0267711,21.4212
835,0.0269873,21.4482
836,0.0267706,21.4749
837,0.0267898,21.5017
838,0.0269676,21.5287
839,0.0267865,21.5555
840,0.0269951,21.5825
841,0.0267453,21.6092
842,0.0267588,21.636
843,0.0269051,21.6629
844,0.0267251,21.6896
845,0.0269264,21.7165
846,0.0266466,21.7432
847,0.0266553,21.7698
848,0.0267682,21.7966
849,0.0265904,21.8232
850,0.0267873,21.85
851,0.0264814,21.8765
852,0.0264887,21.9029
853,0.0265667,21.9295
854,0.0263941,21.9559
855,0.0265896,21.9825
856,0.0262644,22.0088
857,0.0262745,22.035
858,0.026318,22.0613
859,0.0261533,22.0875
860,0.0263511,22.1139
861,0.0260136,22.1399
862,0.0260316,22.1659
863,0.0260408,22.1919
864,0.0258864,22.2178
865,0.0260885,22.2439
866,0.0257455,22.2697
867,0.0257762,22.2954
868,0.0257514,22.3212
869,0.025608,22.3468
870,0.0258152,22.3726
871,0.0254724,22.3981
872,0.0255202,22.4236
873,0.0254615,22.4491
874,0.0253289,22.4744
875,0.0255403,22.4999
876,0.0252022,22.5251
877,0.0252707,22.5504
878,0.0251782,22.5756
879,0.0250558,22.6006
880,0.0252695,22.6259
881,0.0249401,22.6508
882,0.0250325,22.6759
883,0.024908,22.7008
884,0.0247958,22.7256
885,0.02501,22.7506
886,0.024693,22.7753
887,0.0248116,22.8001
888,0.0246591,22.8248
889,0.0245582,22.8493
890,0.0247719,22.8741
891,0.0247719,22.8989
892,0.0247719,22.9236
893,0.0247719,22.9484
894,0.0247719,22.9732
895,0.0247719,22.9979
896,0.0247719,23.0227
897,0.0247719,23.0475
898,0.0247719,23.0723
899,0.0247719,23.097
900,0.0247719,23.1218
901,0.0247719,23.1466
902,0.0247719,23.1714
903,0.0247719,23.1961
904,0.0247719,23.2209
905,0.0247719,23.2457
906,0.0247719,23.2704
907,0.0247719,23.2952
908,0.0247719,23.32
909,0.0247719,23.3448
910,0.0247719,23.3695
911,0.0247719,23.3943
912,0.0247719,23.4191
913,0.0247719,23.4438
914,0.0247719,23.4686
915,0.0247719,23.4934
916,0.0247719,23.5182
917,0.0247719,23.5429
918,0.0247719,23.5677
919,0.0247719,23.5925
920,0.0247719,23.6172
921,0.0247719,23.642
922,0.0247719,23.6668
923,0.0247719,23.6916
924,0.0247719,23.7163
925,0.0247719,23.7411
926,0.0247719,23.7659
927,0.0247719,23.7906
928,0.0247719,23.8154
929,0.0247719,23.8402
930,0.0247719,23.865
931,0.0247719,23.8897
932,0.0247719,23.9145
933,0.0247719,23.9393
934,0.0247719,23.9641
935,0.0247719,23.9888
936,0.0247719,24.0136
937,0.0247719,24.0384
938,0.0247719,24.0631
939,0.0247719,24.0879
940,0.0247719,24.1127
941,0.0247719,24.1375
942,0.0247719,24.1622
943,0.0247719,24.187
944,0.0247719,24.2118
945,0.0247719,24.2365
946,0.0247719,24.2613
947,0.0247719,24.2861
948,0.0247719,24.3109
949,0.0247719,24.3356
950,0.0247719,24.3604
